[video, message]	美国热门的恐怖电影。发短信给刘文说明天下午五点有聚会	B-LOC I-LOC O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O
[translation, schedule]	翻译牛。什么时候和张三去步行街	O O B-ORG O O O O O O B-PER I-PER O O O O
[chat, app]	不想上班怎么办。赶集	O O O O O O O O O O
[telephone, music]	打电话给潘立长。我想听情花开这首歌	O O O O B-PER I-PER I-PER O O O O O O O O O O
[video, chat]	来点张艺谋出演的节目。你有伙伴吗	O O B-PER I-PER I-PER O O O O O O O O O O O
[match, contacts]	北京国安5月23号比赛和谁踢。新建联系人张雨号码是五六七	B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O
[epg, cinemas]	什么电视台什么时间有转播仁心解码2。找下最近最热播的电影。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[telephone, video]	打电话给郑艺红。花开半夏	O O O O B-PER I-PER I-PER O O O O O
[cookbook, chat]	披萨的做法。买几瓶	O O O O O O O O O
[chat, cookbook]	我觉得什么。怎么做鱼呢？	O O O O O O O O O O O O
[translation, cookbook]	今天是个好日子的英文怎么讲。怎样炒肉。	O O O O O O O O O O O O O O O O O O O
[chat, cinemas]	怎么不懂讲晚安呢。搜索一下热门电影。	O O O O O O O O O O O O O O O O O O
[website, chat]	我想看一下凤凰网。那你为什么不修	O O O O O B-ORG I-ORG I-ORG O O O O O O O O
[video, radio]	看看郑晓龙导演的甄嬛传。麻烦您能否帮我调频97.1汉中音乐广播电台	O O B-PER I-PER I-PER O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
[flight, epg]	大连飞往上海的航班。现在有什么好的电视剧。	B-LOC I-LOC O O B-LOC I-LOC O O O O O O O O O O O O O O O
[cookbook, poetry]	如何做煎饼。。来首苏轼的词。	O O O O O O O O O B-PER I-PER O O O
[chat, novel]	你喜欢什么啊。赶紧推荐一部小说。	O O O O O O O O O O O O O O O O
[message, telephone]	给杨斌发短信。给幺零零幺零打电话	O B-PER I-PER O O O O O B-ORG I-PER I-ORG I-ORG I-ORG O O O
[map, cookbook]	去汽车南站怎么走。虾炒蛋怎么做？	O O O O O O O O O O O O O O O O
[contacts, chat]	把王世怀的号码发给乔丽君。你知道什么的什么是什么吗	O B-PER I-PER I-PER O O O O O B-PER I-PER I-PER O O O O O O O O O O O O O
[cookbook]	回锅肉做法。。怎么做饭好吃？	O O O O O O O O O O O O O O
[flight, poetry]	查询4月1号从武汉到广州的航班。那你给我背一首唐诗吧！	O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O O O
[video, message]	搜索最近的，科幻电影。。发条短信给张亚东	O O O O O O O O O O O O O O O O O B-PER I-PER I-PER
[music, chat]	想听牵手这首歌。有什么好听的歌	O O O O O O O O O O O O O O O
[chat, map]	你早上几点钟起床。导航到佛山大良汽车站	O O O O O O O O O O O O B-LOC I-LOC B-LOC I-LOC I-LOC I-LOC I-LOC
[chat]	为什么要请你。我也是总是困怎么办	O O O O O O O O O O O O O O O O
[health, contacts]	宫外孕怎么办？。查看婷婷的号码	O O O O O O O O O O B-PER I-PER O O O
[cookbook, chat]	如何煮牛肉饭。。聊不下去了怎么办	O O O O O O O O O O O O O O O O
[calc, epg]	3的平方除以2的立方的商等于多少。前两个星期时代出行有播X女特工呢	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[news, radio]	听新闻，姨。。调频fm九十七点一	O O O O O O O O O O O O O O O O
[message, riddle]	发短信给王亮说死人你在干什么呢。讲个谜语猜一下。	O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O
[flight, lottery]	八月十一日从厦门飞往上海的航班。我要购买七乐彩	O O O O O O B-LOC I-LOC O O B-LOC I-LOC O O O O O O O O B-ORG I-ORG I-ORG
[news, chat]	听听新闻。。你是不是呆萌啊	O O O O O O O O O O O O O
[translation, train]	中国共产主义的英文怎么说。从合肥去西安的火车	B-LOC I-LOC O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[translation, poetry]	翻译慷慨激昂。雄关漫道真如铁下一句是什么？	O O O O O O O O O O O O O O O O O O O O O
[website, poetry]	打开苹果香港官方网站。江山有奇峰，下一句。	O O B-ORG I-ORG I-ORG I-LOC O O O O O O O O O O O O O O O
[cookbook, news]	可乐鸡翅怎么做呀晚点告诉我。。姨，最近有什么新闻。	O O O O O O O O O O O O O O O O O O O O O O O O O
[riddle, website]	你会猜谜语吗？。进入三w点百度点com	O O O O O O O O O O O O O O O O O O O
[message, datetime]	给晓琴发短信你在干吗。植树节是什么时候	O B-PER I-PER O O O O O O O O O O O O O O O O
[chat]	你啥时候出现的。是的咯还是笨笨最好	O O O O O O O O O O O O O O O O O
[email, website]	给我写一个新邮件。九阴真经	O O O O O O O O O O O O O
[train, chat]	后天上海到烟台的火车。为什么要请你	O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O
[video]	蓝精灵电影。搜索逃学威龙第二部	O O O O O O O O O O O O O O O
[news, train]	噗我想听新闻。。去广州的火车票	O O O O O O O O O B-LOC I-LOC O O O O
[video, cookbook]	女人的颜色六十九集。铁板烧怎么做？	O O O O O O O O O O O O O O O O O
[chat, poetry]	你说啥呢。朗读咏雪	O O O O O O O O O
[train, map]	合肥到芜湖的火车票。导航去科大讯飞	B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O
[weather, poetry]	查一下绵阳的天气预报。哪里香我来一首李白的诗。	O O O B-LOC I-LOC O O O O O O O O O O O O O B-PER I-PER O O O
[novel, stock]	《武动乾坤》。科大讯飞今天的股票	O O O O O O O O O O O O O O O O
[video, epg]	播七龙珠。什么时候有西游记呢？	O O O O O O O O O O O O O O O
[riddle, flight]	打个谜语吧！。南昌到广州飞机票	O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[poetry, chat]	ok好，来首李白的诗词。。喝酒吗	O O O O O O B-PER I-PER O O O O O O O O
[tvchannel, cookbook]	电子竞技场。怎么做炸鸡腿？	O O O O O O O O O O O O O
[cookbook, chat]	番红烧肉的做法。。巩捷甫是谁	O O O O O O O O O B-PER I-PER I-PER O O
[music, chat]	播放歌曲再见青春。你需要吃东西吗	O O O O O O O O O O O O O O O O
[train, music]	明天南京到徐州的火车。我听首歌	O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O
[poetry, stock]	各来一首李白的诗词。。上海宝钢股票	O O O O B-PER I-PER O O O O O B-ORG I-ORG I-ORG I-ORG O O
[video, stock]	我想看珍珠港。永高股份的股票	O O O B-LOC I-LOC I-LOC O B-ORG I-ORG I-ORG I-ORG O O O
[chat, message]	你会喝酒吗？。给小阳发短信	O O O O O O O O B-PER I-PER O O O
[music, calc]	唱一首简单爱。45的三次方	O O O O O O O O O O O O O
[map, chat]	查询沿途的KTV。王石的事你怎么看	O O O O O O O O O B-PER I-PER O O O O O O
[map, music]	讯飞语点我现在在哪里。我想听求佛。	O O O O O O O O O O O O O O O O O
[cookbook, translation]	煮咖喱饭。。我们做爱吧用英文怎么说	O O O O O O O O O O O O O O O O O
[lottery, website]	查看七乐彩的得奖号码。九阴真经	O O B-ORG I-ORG I-ORG O O O O O O O O O O
[chat]	长了什么?。你告诉我为什么	O O O O O O O O O O O O O
[cookbook, weather]	给我讲个笑话吧，鱼香肉丝怎么做？。丽水的天气怎么样	O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O O O
[video]	我想看电影超人。我想看张艺谋导演的电影	O O O O O O O O O O O B-PER I-PER I-PER O O O O O
[poetry, epg]	我背一下春晓。。北京卡酷熊出没	O O O O O O O O B-LOC I-LOC O O O O O
[cookbook, website]	干锅排骨怎么做？。你帮我打开网站	O O O O O O O O O O O O O O O O
[chat]	你是不是啥。我是学渣吗	O O O O O O O O O O O
[train, chat]	帮我查一下赣州到南昌的火车票。哪家店比较有名	O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O
[bus, chat]	从合肥到上海可以到哪坐车？。为什么工数大物学不会	O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O O O O O O
[chat, cookbook]	如果遇见狼呢小马还会让狼上车吗。红薯粉的做法，了。	O O O O O O O B-PER O O O O O O O O O O O O O O O O O
[translation, chat]	你去哪用英文怎么说。你是不是爱上别人了	O O O O O O O O O O O O O O O O O O O
[schedule, chat]	明早8:10叫醒我。。你的性格怎么样	O O O O O O O O O O O O O O O O O O
[chat, tvchannel]	你可以二十四小时陪我聊天吗。打开江苏卫视	O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG
[video, poetry]	2013年的警匪电视剧。唐诗登高。	O O O O O O O O O O O O O O O O O
[radio, translation]	能帮我收听淄博音乐广播。翻译共产党员	O O O O O B-LOC I-LOC O O O O O O O O O O O
[news, epg]	请问一下军事新闻。。给我查一下什么时间有播放天天向上	O O O O O O O O O O O O O O O O O O O O O O O O O O
[epg, chat]	昨晚哪个频道有张艺谋出演的电视剧。哪个倒霉孩子给你起这个名儿	O O O O O O O B-PER I-PER I-PER O O O O O O O O O O O O O O O O O O O O
[cookbook, video]	炒鸡蛋，需要，哪些材料？。播七龙珠	O O O O O O O O O O O O O O O O O
[video, stock]	江山。查寻科大讯飞的股	O O O O O O O O O O O
[contacts, epg]	把侨天慧的号码发给副卡。湖南台演什么节目	O B-PER I-PER I-PER O O O O O O O O B-LOC I-LOC O O O O O O
[stock, epg]	五八零零二二的市盈率是多少。昨天的北京新闻	O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG
[epg, chat]	哪个电视台在演叶问。。现在在哪	O O O O O O O B-PER I-PER O O O O O O
[music, map]	我想听只对你有感觉。查询北京到上海的路线	O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[music]	我想听求佛。。播放歌曲再见青春	O O O O O O O O O O O O O O O
[cookbook, music]	白切鸡怎么做啊？。特莫文蔚的阴天。	O O O O O O O O O O B-PER I-PER I-PER O O O O
[cookbook, flight]	要怎么煮饭。。7月25号去上海的航班。	O O O O O O O O O O O O O B-LOC I-LOC O O O O
[chat, email]	微信是干啥的。全部应答	O O O O O O O O O O O
[video, cookbook]	钢铁侠三。海参怎么做？	O O O O O O O O O O O
[radio, chat]	调幅am六百二十八。你是不是爱上别人了	O O O O O O O O O O O O O O O O O O O
[map, cookbook]	从观音桥到重庆市图书馆怎么走。土豆粉怎么做？	O B-LOC I-LOC I-LOC O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O
[chat, lottery]	我如果说一句什么你才不会回复。我要购买七乐彩	O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG
[train, chat]	深圳至合肥的火车票。那那个什么你真是好可爱的小猫呀	B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O
[video, stock]	我想看搞定岳父大人电影。人福医药股票	O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O
[telephone, music]	呼叫鹏鹏。点播爱情买卖	O O B-PER I-PER O O O O O O O
[map, chat]	湖里公园在哪里。你喜欢什么类型的女人	O O O O O O O O O O O O O O O O O O
[chat]	汪意发是谁。哈哈哈干什么也想你到底是不是本	B-PER I-PER I-PER O O O O O O O O O O O O O O O O O O
[bus, chat]	吉林到大连的车。。哪个倒霉孩子给你起这个名儿	B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O O O O O
[chat, riddle]	可什么爱我在骂你好吗。来个脑筋急转弯儿。	O O O O O O O O O O O O O O O O O O O O
[cookbook, chat]	说话，给我搜一下做苹果麦片粥是怎么做啊？。明天想吃啥呀	O O O O O O O O O O O O O O O O O O O O O O O O O O O
[flight, chat]	明天温州到上海的航班。。你和小冰有什么不一样	O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O B-PER I-PER O O O O O O
[chat, novel]	干嘛去？。我要看游戏异界小说	O O O O O O O O O O O O O O
[poetry, translation]	不是花中偏爱菊的下一句是什么？。我不在家英语怎么说	O O O O O O O O O O O O O O O O O O O O O O O O O
[translation, radio]	早点死英文怎么翻译。一起听听新疆人民广播电台	O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
[epg, website]	蒽蒽江苏卫视有什么好节目吗？。打开苹果香港官方网站	O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O B-ORG I-ORG I-ORG I-LOC O O O O
[chat]	嘿干嘛呢。你研发团队有些谁	O O O O O O O O O O O O O
[cookbook, message]	帮我搜索一下有什么家常菜？。给黄尚君发短信	O O O O O O O O O O O O O O O B-PER I-PER I-PER O O O
[map, poetry]	导航到建八路。不是花中偏爱菊的下一句是什么？	O O O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O
[website, flight]	我要上网打开百度。查一下澳门到吉隆坡的飞机	O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC I-LOC O O O
[website, chat]	打开科大讯飞网站。我前任男朋友你猜是什么职业	O O O O O O O O O O O O O O O O O O O O O O
[poetry, cookbook]	背一首，纳兰容若的词。。辣酸菜鱼怎么做了。	O O O O B-PER I-PER I-PER I-PER O O O O O O O O O O O O O
[chat, lottery]	青蛙在做什么。大乐透的开奖情况	O O O O O O O O O O O O O O O
[novel, cookbook]	可以找一下浪漫满屋的小说。夫妻肺片怎么做？	O O O O O O O O O O O O O O O O O O O O O
[chat, train]	我是学渣吗。查询泉州到上海的动车票	O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O
[news, video]	打开腾讯头条新闻。李瑞英主持的最新的新闻节目	O O O O O O O O O B-PER I-PER I-PER O O O O O O O O O O
[video, chat]	90年代林心如演的电视剧。你希望我分手吗	O O O O B-PER I-PER I-PER O O O O O O O O O O O O O
[translation, chat]	帮我翻译一下番茄。你说啥呢好恶心	O O O O O O O O O O O O O O O O
[chat, epg]	你怎么知道呢。快乐大本营什么时间播？	O O O O O O O O O O O O O O O O O O
[cookbook, flight]	怎样炒肉。。查询一下明天广州到武汉的航班	O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[weather, cookbook]	今天啥天气啊。有什么特色美食。	O O O O O O O O O O O O O O O
[chat, train]	多推荐几个吧。查下温州到杭州的火车票	O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O
[message, cookbook]	给德师傅发短信。红烧鱼块。	O B-LOC O O O O O O O O O O O
[weather, cinemas]	我想知道深圳明天的天气。查找卢米埃银泰电影院有播放什么好看的电影吗	O O O O B-LOC I-LOC O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O
[app, lottery]	启动qq浏览器。查看七乐彩的得奖号码	O O B-ORG I-ORG O O O O O O B-ORG I-ORG I-ORG O O O O O
[chat, flight]	我去烟台有高铁吗。帮我查一下广州到长沙的航班	O O B-LOC I-LOC O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[epg]	前两个星期时代出行有播X女特工呢。今晚什么节目呀？	O O O O O O O O O O O O O O O O O O O O O O O O O
[poetry, cookbook]	说一首唐诗吧！。怎么做煎饼？	O O O O O O O O O O O O O O
[video, stock]	开心大冒险。搜索中国移动股票	O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O
[train, map]	贵阳至长沙的火车票。告诉我西安的位置	B-LOC I-LOC O B-LOC I-LOC O O O O O O O O B-LOC I-LOC O O O
[message]	给张克达发短信。给张大萍发短信	O B-PER I-PER I-PER O O O O O B-PER I-PER I-PER O O O
[chat, tvchannel]	现在不是这个时候大好吗我的大还有没有什么时光网。央视综合高清	O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O
[health, music]	肠易激综合征。。点播爱情买卖	O O O O O O O O O O O O O O
[app, video]	打开会说话的汤姆猫。我想看周星驰的喜剧电影喜剧之王	O O O O O O B-PER I-PER O O O O O B-PER I-PER I-PER O O O O O O O O O
[app, chat]	打开uc浏览器登录新浪网主页。你是讲故事呢吗你是报幕呢吧	O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O
[tvchannel, map]	福建电视台。到公园怎么走	B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O
[chat, website]	会英文吗。打开苹果香港官方网站	O O O O O O O B-ORG I-ORG I-ORG I-LOC O O O O
[telephone, chat]	给万结打电话。漂亮和丑你是哪个	O B-PER I-PER O O O O O O O O O O O O
[stock]	腾讯股票昨日收盘价。煤炭板块股票查询	B-ORG I-ORG O O O O O O O O O O O O O O O O
[weather, translation]	保定天气。橙子的英文怎么说	B-LOC I-LOC O O O O O O O O O O O
[cookbook, telephone]	红烧猪脚。打电话给郑艺红	O O O O O O O O O B-PER I-PER I-PER
[cookbook, chat]	酸菜是怎么做的可以用塑料布。。能想起我吗	O O O O O O O O O O O O O O O O O O O O
[music, map]	王菲传奇。。我所在地理位置	B-PER I-PER O O O O O O O O O O O
[tvchannel, epg]	北京财经。昨晚哪个频道有张艺谋出演的电视剧	B-ORG I-ORG I-ORG I-ORG O O O O O O O O B-PER I-PER I-PER O O O O O O
[video]	欧阳震华的罪案电视剧。2013年的警匪电视剧	B-PER I-PER I-PER I-PER O O O O O O O O O O O O O O O O O O
[stock, health]	看一下中式传媒股票的涨跌幅。怎么治感冒？	O O O B-LOC O O O O O O O O O O O O O O O O
[translation, telephone]	当前不再呼叫英语怎么说。幺三八五幺二九二四幺四	O O O O O O O O O O O O O O O O O O O O O O O
[music, health]	随便来首刘德华的歌。。甲亢怎么办？	O O O O B-PER I-PER I-PER O O O O O O O O O O
[chat, weather]	这么聪明。沈阳今天天气	O O O O O B-LOC I-LOC O O O O
[flight, stock]	从威海到苏州的飞机。章源钨业	O B-LOC I-LOC O B-LOC I-LOC O O O O B-ORG I-ORG I-ORG I-ORG
[weather, news]	呼和浩特的天气怎么样呢。听听新闻。	B-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O O O
[news, telephone]	播放最近新闻。。给木九超打电话	O O O O O O O O O B-PER I-PER I-PER O O O
[flight, translation]	到北京的飞机。。翻译一下明天我跳河自杀	O B-LOC I-LOC O O O O O O O O O O O O O O O O
[tvchannel, stock]	高清深圳台。招商银行港股的股价	O O B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG B-LOC O O O O
[datetime, riddle]	现在星期几。爆笑谜语	O O O O O O O O O O
[chat]	你萌吗。干嘛好	O O O O O O O
[weather, message]	打开汕头的天气预报。给刘三发短信说我今天没有空	O O B-LOC I-LOC O O O O O O O B-PER I-PER O O O O O O O O O O
[epg, cookbook]	焦点访谈什么时候播。怎么做煎饼？	O O O O O O O O O O O O O O O O
[cookbook, app]	简单的，糖醋排骨怎么做？。搜索声控安卓软件	O O O O O O O O O O O O O O O O O B-LOC I-LOC O O
[stock, cookbook]	中水渔业的股票。鸡怎么做才好吃？	B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O
[video, translation]	看动物卡通。一加一用英语怎么说	O O O O O O O O O O O O O O O
[music, cookbook]	放首陈奕迅的十年。盐水鸭怎么做？	O O B-PER I-PER I-PER O O O O O O O O O O O
[chat, cookbook]	人们夸奖谁。披萨的做法	O O O O O O O O O O O
[translation, tvchannel]	我不在家英语怎么说。换江苏卫视	O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG
[flight, cookbook]	搜索武汉到南京的机票。红烧猪脚	O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O
[cookbook, news]	凉皮的制作方法。。我想听昨天晚上的新闻。	O O O O O O O O O O O O O O O O O O O O
[schedule, flight]	本周还有什么待办事项。晋江到武汉的航班	O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[stock, cookbook]	查下银星能源股票。帮我查一下可乐鸡翅怎么做？	O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O
[train]	去枣庄的火车。明天有火车到襄阳吗	O B-LOC I-LOC O O O O O O O O O O B-LOC I-LOC O
[chat, poetry]	你会唱歌吗来一首。背首静夜思来听一下。	O O O O O O O O O O O O O O O O O O O
[lottery, map]	我要购买七乐彩。从观音桥到重庆市图书馆怎么走	O O O O B-ORG I-ORG I-ORG O O B-LOC I-LOC I-LOC O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC O O O
[music, flight]	播放郁可唯的歌。帮我订一张杭州到上海的机票	O O B-PER I-PER I-PER O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[chat]	张思文是不是大美女。为什么叫这个名字	B-PER I-PER I-PER O O O O O O O O O O O O O O O
[epg, video]	哦，安徽卫视今晚放什么节目？。看空霸	O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O
[email, chat]	我想要转发这封邮件。怎么教你	O O O O O O O O O O O O O O
[bus, video]	上海到合肥怎么坐汽车？。杨幂演的恐怖片	B-LOC I-LOC O B-LOC I-LOC O O O O O O O B-PER I-PER O O O O O
[video, poetry]	刑侦电视剧。背诵一首唐诗	O O O O O O O O O O O O
[tvchannel, chat]	老故事。这么夸张	O O O O O O O O
